                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.56338,                0.38436,                 1.7018,                0.90762,                0.82701,                0.89386,                0.75395,                 1.4669,                 1.0183,                 1.7482,             0.00028423,             0.00028423,             0.00028423
                    154,                 0.5632,                0.38288,                  1.705,                0.91532,                0.88416,                 0.9298,                0.79258,                 1.3858,                0.88485,                 1.7275,              0.0002814,              0.0002814,              0.0002814
                    155,                0.54344,                0.39031,                 1.7081,                0.90228,                0.90751,                0.93746,                0.79138,                 1.3845,                 0.8573,                 1.6888,             0.00027857,             0.00027857,             0.00027857
                    156,                0.53113,                 0.3718,                 1.6837,                0.92215,                0.88231,                0.92799,                0.78292,                 1.3954,                0.87796,                 1.7021,             0.00027575,             0.00027575,             0.00027575
                    157,                0.53964,                 0.3835,                 1.7134,                0.90033,                0.90074,                0.92936,                 0.7745,                 1.3785,                0.84318,                 1.7088,             0.00027292,             0.00027292,             0.00027292
                    158,                0.52954,                0.37819,                 1.6874,                0.92488,                0.84558,                 0.9053,                0.77041,                 1.3792,                0.91208,                 1.6867,             0.00027009,             0.00027009,             0.00027009
                    159,                0.54736,                0.38409,                 1.6915,                0.88452,                0.88252,                0.91865,                0.78392,                 1.3679,                0.86463,                 1.7179,             0.00026726,             0.00026726,             0.00026726
                    160,                0.54395,                0.39367,                 1.6896,                 0.9077,                0.89209,                0.92316,                0.78706,                 1.3771,                0.89179,                 1.7156,             0.00026444,             0.00026444,             0.00026444
                    161,                0.53386,                0.37635,                  1.694,                0.91049,                0.91112,                0.93676,                0.79447,                 1.3728,                 0.8242,                  1.711,             0.00026161,             0.00026161,             0.00026161
                    162,                0.55425,                 0.3908,                 1.7013,                0.87783,                0.91151,                0.93191,                0.79009,                 1.3871,                0.86048,                 1.7021,             0.00025878,             0.00025878,             0.00025878
                    163,                0.54722,                 0.3704,                 1.7021,                 0.9006,                0.84159,                0.89585,                0.75809,                 1.3973,                0.93921,                 1.7081,             0.00025595,             0.00025595,             0.00025595
                    164,                0.53951,                0.37992,                 1.7092,                0.91309,                0.85107,                0.90541,                0.76445,                 1.4352,                0.95883,                 1.7249,             0.00025313,             0.00025313,             0.00025313
                    165,                0.54217,                0.38086,                 1.6986,                0.88895,                0.88328,                0.91857,                0.78406,                 1.3794,                0.86441,                 1.7108,              0.0002503,              0.0002503,              0.0002503
                    166,                0.51844,                0.36786,                 1.6811,                 0.9347,                0.87883,                0.93248,                0.78267,                 1.4021,                0.86375,                 1.7022,             0.00024747,             0.00024747,             0.00024747
                    167,                0.53461,                0.36253,                 1.7051,                0.90005,                0.90993,                 0.9337,                0.78851,                 1.3795,                0.82731,                 1.6888,             0.00024464,             0.00024464,             0.00024464
                    168,                0.53628,                0.36423,                 1.7005,                0.88063,                0.84435,                 0.8892,                0.73853,                 1.5145,                 1.0431,                 1.6949,             0.00024182,             0.00024182,             0.00024182
                    169,                0.51684,                0.35803,                 1.7003,                0.89643,                0.90853,                0.92905,                0.79198,                 1.3576,                0.84261,                 1.6697,             0.00023899,             0.00023899,             0.00023899
                    170,                0.54101,                0.34112,                  1.692,                0.89956,                0.91059,                0.93291,                0.78475,                 1.3928,                 0.8417,                 1.6888,             0.00023616,             0.00023616,             0.00023616
                    171,                0.52066,                0.34176,                 1.6887,                0.91911,                0.82567,                0.89191,                0.75966,                 1.4084,                 1.0072,                 1.6788,             0.00023334,             0.00023334,             0.00023334
                    172,                0.49743,                0.34422,                 1.6886,                0.90781,                0.90404,                0.93146,                0.79407,                 1.3469,                0.82722,                 1.6929,             0.00023051,             0.00023051,             0.00023051
                    173,                0.51131,                0.35262,                 1.6994,                0.91763,                0.84975,                  0.903,                0.77043,                  1.376,                0.94353,                 1.6839,             0.00022768,             0.00022768,             0.00022768
                    174,                0.50438,                0.32956,                 1.6879,                0.89116,                 0.8793,                0.91499,                0.77452,                 1.3902,                0.88571,                 1.6877,             0.00022485,             0.00022485,             0.00022485
                    175,                0.51968,                0.34536,                 1.6833,                0.89398,                0.90178,                0.92311,                0.77755,                 1.3821,                0.82747,                 1.6776,             0.00022203,             0.00022203,             0.00022203
                    176,                 0.5149,                0.35157,                 1.6919,                 0.8956,                0.87839,                0.91319,                0.77631,                 1.3867,                0.86339,                  1.703,              0.0002192,              0.0002192,              0.0002192
                    177,                0.53519,                0.35868,                 1.7037,                 0.9288,                0.83628,                 0.9008,                0.76901,                 1.3852,                0.88799,                 1.7071,             0.00021637,             0.00021637,             0.00021637
                    178,                0.50715,                0.35069,                 1.6867,                0.93023,                0.83507,                 0.8997,                0.77024,                 1.3702,                0.89913,                 1.6956,             0.00021354,             0.00021354,             0.00021354
                    179,                0.51574,                 0.3398,                 1.6825,                0.90136,                0.88257,                0.91862,                0.78937,                 1.3126,                0.87366,                 1.6641,             0.00021072,             0.00021072,             0.00021072
                    180,                0.51155,                0.34378,                 1.6875,                0.90637,                0.90718,                0.93148,                0.79392,                   1.33,                0.85691,                 1.6703,             0.00020789,             0.00020789,             0.00020789
                    181,                0.49321,                0.32563,                 1.6776,                0.90913,                 0.8729,                0.91375,                0.77871,                 1.3457,                0.87399,                 1.6841,             0.00020506,             0.00020506,             0.00020506
                    182,                0.50089,                0.36439,                 1.6764,                0.92283,                  0.858,                0.90716,                0.77742,                 1.3389,                0.86996,                 1.6727,             0.00020223,             0.00020223,             0.00020223
                    183,                0.50312,                0.34048,                 1.6832,                0.90247,                 0.8843,                0.91535,                0.78208,                 1.3595,                0.85839,                 1.6873,             0.00019941,             0.00019941,             0.00019941
                    184,                0.47814,                0.33305,                 1.6666,                0.90461,                0.89763,                0.92925,                0.80011,                 1.3102,                0.79493,                 1.6842,             0.00019658,             0.00019658,             0.00019658
                    185,                0.49525,                0.34524,                 1.6894,                0.90519,                0.88182,                0.91854,                0.78494,                 1.3561,                0.80467,                 1.6914,             0.00019375,             0.00019375,             0.00019375
                    186,                0.48061,                0.32983,                 1.6846,                0.90332,                0.89657,                0.91967,                0.78616,                 1.3217,                0.81001,                 1.6642,             0.00019092,             0.00019092,             0.00019092
                    187,                0.50609,                0.34702,                 1.6857,                0.89767,                0.88843,                0.91818,                0.78387,                 1.3363,                0.87006,                 1.6833,              0.0001881,              0.0001881,              0.0001881
                    188,                0.48621,                0.34397,                 1.6908,                0.91663,                0.86873,                0.90842,                0.77393,                 1.3407,                0.88584,                 1.6769,             0.00018527,             0.00018527,             0.00018527
                    189,                0.48271,                0.32496,                 1.6777,                0.91796,                0.86659,                0.91384,                0.77629,                 1.3516,                0.89083,                 1.6999,             0.00018244,             0.00018244,             0.00018244
                    190,                0.50029,                0.33701,                  1.684,                0.92037,                0.87668,                0.91496,                0.77896,                 1.3601,                0.83111,                 1.7195,             0.00017961,             0.00017961,             0.00017961
                    191,                0.49376,                0.33747,                 1.7024,                0.89755,                0.86578,                0.90703,                0.76992,                 1.3862,                 0.9025,                 1.7203,             0.00017679,             0.00017679,             0.00017679
                    192,                0.49092,                0.33584,                 1.6849,                0.90736,                0.86759,                0.90932,                 0.7799,                 1.3612,                0.87475,                 1.7074,             0.00017396,             0.00017396,             0.00017396
                    193,                0.47499,                 0.3208,                 1.6789,                0.92423,                0.86714,                0.91418,                0.78276,                 1.3562,                0.88007,                 1.7081,             0.00017113,             0.00017113,             0.00017113
                    194,                0.48168,                0.33325,                 1.6771,                0.93533,                0.88212,                 0.9257,                0.79008,                 1.3486,                0.87421,                 1.7189,              0.0001683,              0.0001683,              0.0001683
                    195,                0.46963,                0.31417,                 1.6665,                0.92402,                  0.859,                0.91199,                0.78701,                 1.3235,                0.91966,                 1.6963,             0.00016548,             0.00016548,             0.00016548
                    196,                0.47432,                  0.323,                 1.6699,                0.93482,                 0.8657,                0.91664,                0.78916,                 1.3199,                0.85618,                 1.7006,             0.00016265,             0.00016265,             0.00016265
                    197,                0.47215,                0.32031,                 1.6825,                0.92253,                0.86687,                0.91385,                0.78474,                 1.3116,                0.85652,                 1.6904,             0.00015982,             0.00015982,             0.00015982
                    198,                0.47451,                0.30881,                 1.6759,                0.94557,                0.85857,                0.91451,                0.78027,                 1.3386,                0.83925,                 1.6968,             0.00015699,             0.00015699,             0.00015699
                    199,                0.46868,                0.30408,                 1.6738,                0.94919,                0.87392,                0.92515,                0.79183,                 1.3352,                0.82448,                 1.6901,             0.00015417,             0.00015417,             0.00015417
                    200,                0.46365,                0.31165,                  1.683,                0.94828,                0.86666,                0.92031,                0.78365,                 1.3459,                0.87929,                 1.6985,             0.00015134,             0.00015134,             0.00015134
                    201,                0.45084,                0.30837,                 1.6604,                0.93435,                 0.8894,                0.92753,                0.79124,                  1.322,                0.84144,                 1.7009,             0.00014851,             0.00014851,             0.00014851
                    202,                0.45554,                0.30433,                 1.6845,                0.92987,                0.88048,                0.91613,                0.78783,                 1.3451,                0.87662,                 1.7021,             0.00014568,             0.00014568,             0.00014568
                    203,                0.47301,                0.30724,                 1.6795,                0.91638,                0.89487,                 0.9295,                0.79558,                 1.3427,                0.82669,                 1.7083,             0.00014286,             0.00014286,             0.00014286
                    204,                0.46072,                0.29772,                 1.6717,                0.95149,                0.87637,                0.93015,                0.79318,                 1.3348,                0.83744,                  1.709,             0.00014003,             0.00014003,             0.00014003
                    205,                0.46601,                0.31024,                 1.6711,                0.93165,                0.87399,                0.91826,                0.78448,                 1.3414,                0.86858,                 1.7028,              0.0001372,              0.0001372,              0.0001372
                    206,                0.44762,                0.29658,                 1.6811,                0.91503,                0.89245,                0.92369,                0.79093,                 1.3338,                 0.8381,                 1.7099,             0.00013437,             0.00013437,             0.00013437
                    207,                 0.4598,                0.30382,                 1.6761,                0.92476,                0.85602,                 0.9068,                0.77855,                 1.3285,                0.87401,                 1.7004,             0.00013155,             0.00013155,             0.00013155
                    208,                0.45293,                0.29924,                  1.682,                0.92997,                0.87474,                0.91846,                0.78404,                  1.341,                0.82811,                 1.6871,             0.00012872,             0.00012872,             0.00012872
                    209,                0.46804,                0.30171,                 1.6844,                0.92398,                0.89759,                0.92881,                0.78945,                 1.3215,                0.82678,                 1.6789,             0.00012589,             0.00012589,             0.00012589
                    210,                0.44244,                0.29643,                 1.6687,                  0.924,                0.86212,                0.91424,                0.78312,                 1.3402,                0.84581,                 1.6876,             0.00012307,             0.00012307,             0.00012307
                    211,                0.46176,                0.31549,                 1.6607,                0.92982,                0.89023,                0.92696,                0.79345,                 1.3467,                 0.7845,                 1.6831,             0.00012024,             0.00012024,             0.00012024
                    212,                0.44528,                 0.2993,                 1.6747,                0.92503,                 0.8935,                0.92953,                0.79713,                 1.3161,                0.78421,                 1.6893,             0.00011741,             0.00011741,             0.00011741
                    213,                0.45259,                0.29798,                 1.6707,                0.94173,                0.88339,                0.92473,                0.79156,                 1.3418,                0.83513,                 1.7129,             0.00011458,             0.00011458,             0.00011458
                    214,                0.46936,                0.30436,                 1.6737,                0.93945,                0.88117,                0.92246,                0.78598,                 1.3161,                0.83665,                 1.7009,             0.00011176,             0.00011176,             0.00011176
                    215,                0.43981,                0.30103,                  1.667,                0.90844,                0.89963,                0.92561,                0.78964,                 1.3153,                0.83973,                 1.7008,             0.00010893,             0.00010893,             0.00010893
                    216,                0.42412,                0.28992,                 1.6573,                0.92349,                0.89367,                0.92793,                0.78852,                 1.3224,                0.82329,                 1.6948,              0.0001061,              0.0001061,              0.0001061
                    217,                0.44419,                0.29369,                 1.6847,                0.93633,                0.86733,                0.91907,                0.78912,                 1.3403,                0.82196,                 1.6901,             0.00010327,             0.00010327,             0.00010327
                    218,                0.42285,                0.28573,                 1.6664,                0.91588,                0.89575,                0.92626,                 0.7905,                 1.3374,                0.80401,                  1.704,             0.00010045,             0.00010045,             0.00010045
                    219,                0.43973,                0.28692,                 1.6627,                0.93847,                0.87416,                0.92397,                0.78924,                  1.339,                0.81042,                 1.6938,             9.7618e-05,             9.7618e-05,             9.7618e-05
                    220,                0.44705,                0.29685,                 1.6727,                0.92511,                0.87719,                0.92224,                0.78681,                 1.3292,                0.83395,                 1.6972,             9.4791e-05,             9.4791e-05,             9.4791e-05
                    221,                  0.458,                0.30612,                 1.6791,                0.90408,                0.88982,                0.92042,                   0.78,                 1.3588,                0.86277,                  1.692,             9.1963e-05,             9.1963e-05,             9.1963e-05
                    222,                0.44973,                0.28656,                 1.6781,                0.92611,                0.87476,                0.91982,                0.78864,                 1.3113,                0.79521,                 1.6869,             8.9136e-05,             8.9136e-05,             8.9136e-05
                    223,                0.44504,                0.28622,                 1.6626,                0.93001,                 0.8627,                0.91037,                0.78189,                 1.3362,                0.85329,                 1.6813,             8.6308e-05,             8.6308e-05,             8.6308e-05
                    224,                0.42253,                0.27935,                 1.6749,                0.93762,                0.85661,                0.91263,                0.78206,                 1.3382,                0.83149,                 1.7013,             8.3481e-05,             8.3481e-05,             8.3481e-05
                    225,                0.42762,                0.29104,                 1.6785,                0.91491,                0.87608,                0.91474,                0.78149,                 1.3501,                0.82428,                 1.7187,             8.0653e-05,             8.0653e-05,             8.0653e-05
                    226,                 0.4239,                 0.2799,                 1.6598,                0.91866,                0.89508,                0.92617,                0.78942,                 1.3505,                0.80334,                  1.712,             7.7826e-05,             7.7826e-05,             7.7826e-05
                    227,                0.42091,                0.28451,                 1.6654,                0.91917,                0.87935,                0.91737,                0.78211,                 1.3446,                0.82114,                 1.6911,             7.4999e-05,             7.4999e-05,             7.4999e-05
                    228,                0.44768,                0.28643,                 1.6797,                0.91244,                0.88884,                 0.9189,                0.78619,                 1.3425,                0.83462,                 1.6863,             7.2171e-05,             7.2171e-05,             7.2171e-05
                    229,                0.42721,                0.27072,                 1.6564,                0.90361,                  0.907,                0.92643,                 0.7898,                   1.35,                0.82442,                 1.6871,             6.9344e-05,             6.9344e-05,             6.9344e-05
                    230,                0.41778,                0.27284,                 1.6657,                0.93578,                0.86746,                0.91496,                0.78418,                 1.3298,                0.83252,                 1.6855,             6.6516e-05,             6.6516e-05,             6.6516e-05
                    231,                0.42229,                0.26101,                 1.6612,                0.93128,                0.86724,                0.91521,                0.78181,                 1.3487,                 0.8293,                 1.6953,             6.3689e-05,             6.3689e-05,             6.3689e-05
                    232,                0.42025,                0.27469,                 1.6658,                0.92783,                0.88598,                 0.9223,                0.78869,                 1.3493,                0.80982,                 1.6944,             6.0861e-05,             6.0861e-05,             6.0861e-05
                    233,                0.41472,                0.27862,                 1.6701,                0.93476,                0.86777,                0.91578,                0.78332,                 1.3383,                0.80282,                 1.6959,             5.8034e-05,             5.8034e-05,             5.8034e-05
                    234,                0.40695,                0.26835,                 1.6611,                0.91494,                0.88319,                 0.9241,                0.78914,                 1.3377,                 0.7889,                 1.6982,             5.5206e-05,             5.5206e-05,             5.5206e-05
